subject,relation,object,new_topic,old_index
FREER INFORMATION,FLOWS,Exchanges,5,546
INFORMATION,FLOWS,Exchanges,5,547
REUTERS CHAIRMAN URGES,should abolish,their restrictions,5,548
REUTERS CHAIRMAN URGES,should abolish,their restrictions on dissemination of information,5,549
REUTERS CHAIRMAN URGES,should abolish,their restrictions on dissemination,5,550
REUTERS CHAIRMAN URGES,should abolish,their restrictions on full dissemination,5,551
CCL Industries Inc,said IN,MONOBLOC,6,552
majority interest,is in,Monobloc U,6,553
CCL INDUSTRIES PURCHASES STAKE,said IN,MONOBLOC,6,554
MADEIRA,is IN,LETTER,6,556
LETTER,has,MADEIRA,6,557
LETTER,is at,MADEIRA,6,558
Inc,said,it,6,559
Inc,said,letter,6,560
DATR,BUYOUT,it,6,563
DATR,BUYOUT,company,6,564
DATR,BUYOUT,top,6,565
DATR,BUYOUT,officers,6,566
INTERSTATE PROPERTIES IN,ACQUIRE,ALEXANDERS TRUMP,6,567
IN,ACQUIRE,ALEXANDERS,6,568
INTERSTATE IN,TALKS FOR,ALEXANDERS Donald Trump,6,570
trade sources,bought,"4,000 tonnes of rapeseed",4,571
trade sources,said at,price,4,572
trade sources,bought,"4,000 tonnes",4,573
trade sources,said at,price for half,4,574
JAPAN,BUYS,"4,000 TONNES CANADIAN RAPESEED Japan",4,575
trade sources,said at,price for last half,4,576
JAPAN,BUYS,"4,000 TONNES RAPESEED Japan",4,577
trade sources,said at,undisclosed price for last half,4,578
trade sources,bought overnight,"4,000 tonnes of Canadian rapeseed",4,579
trade sources,bought overnight,"4,000 tonnes of rapeseed",4,580
trade sources,said at,undisclosed price for half,4,581
trade sources,bought,"4,000 tonnes of Canadian rapeseed",4,582
trade sources,bought overnight,"4,000 tonnes",4,583
trade sources,said at,undisclosed price,4,584
INDUSTRIES,is,0,3,587
Inc,said,ESK,6,588
Inc,said,subsidiary,6,589
Inc,said,E,6,590
CANADA,ALLOWS,PUBLISHING TAKEOVER BY HARCOURT Investment Canada,6,594
CANADA,ALLOWS,PUBLISHING TAKEOVER HARCOURT Investment Canada,6,595
Canada,said,indirect,6,596
Canada,said,takeover,6,597
JAPAN,AVERT,TARIFFS Senior officials,5,601
tomorrow open talks,is with,American trade negotiators,5,602
tomorrow open talks,is in,last ditch effort to avert,5,603
JAPAN,AVERT,tomorrow talks with trade negotiators,5,604
JAPAN,AVERT,TARIFFS officials,5,605
JAPAN,AVERT,TARIFFS Japanese officials,5,606
JAPAN,AVERT,TARIFFS Senior Japanese officials,5,607
JAPAN,AVERT,tomorrow talks,5,608
JAPAN,is IN,LAST DITCH EFFORT,5,609
JAPAN,AVERT,tomorrow talks with American trade negotiators,5,610
HOECHST CELANESE,SENDS,REPORT,6,611
HOECHST CELANESE,SENDS,REPORT ON NEW FACILITIES,6,612
its polyester textile fiber facilities,is in,North Carolina,6,613
corp,expects,loss,3,616
corp,expects,first,3,617
corp,expects,dlrs,3,618
HOUSE FIRM Presidential spokesman Marlin Fitzwater,said,U,5,619
WHITE HOUSE FIRM spokesman Marlin Fitzwater,said,U,5,620
HOUSE FIRM spokesman Marlin Fitzwater,said,U,5,621
WHITE HOUSE STANDING FIRM spokesman Marlin Fitzwater,said,U,5,622
HOUSE STANDING FIRM Presidential spokesman Marlin Fitzwater,said,U,5,623
WHITE HOUSE STANDING FIRM Presidential spokesman Marlin Fitzwater,said,U,5,624
HOUSE STANDING FIRM spokesman Marlin Fitzwater,said,U,5,625
WHITE HOUSE FIRM Presidential spokesman Marlin Fitzwater,said,U,5,626
HOUSE,is,WHITE,5,627
spokesman,said,will reduced by 25 pct,7,630
COCOA TERMINAL DEPOSITS,will,TO will reduced by 25 pct,7,631
spokesman,said,TO will reduced by 25 pct,7,632
COCOA TERMINAL DEPOSITS,will,will reduced by 25 pct,7,633
COLOMBIA BUSINESS,DIVERSIFY Colombia government trade official FROM,COFFEE,7,642
its activities,stop,relying so heavily,7,643
COLOMBIA BUSINESS,DIVERSIFY,Colombia government trade official,7,644
its activities,stop,relying,7,645
business community,diversify,its activities,7,646
its activities,stop,relying so heavily on coffee,7,647
COLOMBIA BUSINESS ASKED,has urged,business community,7,648
its activities,stop,relying heavily,7,649
its activities,stop,relying heavily on coffee,7,650
its activities,stop,relying on coffee,7,651
BUSINESS,DIVERSIFY,COFFEE,7,652
BUSINESS,DIVERSIFY,government,7,653
TURKEY CALLS,SOLVE,DISPUTE Turkey,1,654
its disputes,is with,Greece including rights on continental shelf in Aegean Sea,1,655
continental shelf,is in,Aegean Sea,1,656
TURKEY,is at,CALLS,1,657
Turkey,said,continental,1,658
it,acquire,business,6,659
it,acquire,business of Medical Quadrangle Inc,6,660
it,merge with,Florida based company formed by four top officers,6,664
BUYOUT Datron Corp,said,it,6,665
BUYOUT Datron Corp,said,agreed merge with GGHF Inc,6,666
it,merge with,Florida based company formed by four officers of company,6,667
it,merge with,GGHF Inc,6,668
it,merge with,based company,6,669
it,merge with,Florida based company,6,670
it,merge with,company,6,671
it,merge with,based company formed,6,672
BUYOUT Datron Corp,said,agreed merge,6,673
it,merge with,company formed by four officers,6,674
it,merge with,company formed by four top officers of company,6,675
it,merge with,Florida based company formed by four top officers of company,6,676
it,merge with,Florida based company formed,6,677
it,merge with,based company formed by four officers,6,678
it,merge with,based company formed by four top officers,6,679
it,merge with,company formed by four officers of company,6,680
it,merge with,company formed,6,681
it,merge with,company formed by four top officers,6,682
BUYOUT Datron Corp,said,agreed to merge,6,683
it,merge with,based company formed by four top officers of company,6,684
BUYOUT Datron Corp,said,agreed to merge with GGHF Inc,6,685
it,merge with,based company formed by four officers of company,6,686
it,merge with,Florida based company formed by four officers,6,687
DATR,AGREES,top,6,688
DATR,AGREES,company,6,689
15 pct growth,is in,sales,6,691
SPIE BATIGNOLLES,COULD INCREASE,COMSTOCK HOLDING Construction group,6,692
Spie Batignolles,increase,its holding,6,693
SPIE BATIGNOLLES,COULD INCREASE,COMSTOCK HOLDING Construction group Spie Batignolles is negotiating,6,694
Batignolles,is,holding,6,695
PAKISTAN COTTON CROP,SEEN,RECORD 7,4,696
COTTON CROP,SEEN,RECORD 7,4,697
COTTON,is,PAKISTAN,4,698
COTTON,SEEN,CROP,4,699
COTTON,SEEN,RECORD,4,700
BRAZIL LOAN ACTION,CUT,NET,3,702
SECURITY PACIFIC,EXPECTS,BRAZIL LOAN ACTION,3,703
PACIFIC,is,0,3,704
ACTION,CUT,NET,3,705
HOUSE,is,WHITE,5,706
CHARGE,SEES,third,3,707
SPC LOANS,PUT,NON-ACCRUAL Security Pacific Corp said,3,708
IRANIANS Iraq,said at_time,today,1,709
GLDC QTR FEB 28 NET Shr cts,div,six cts vs six cts,3,710
GLDC QTR FEB 28 NET Shr 15 cts,div,six cts vs six cts,3,711
GLDC QTR FEB 28 NET Shr 15 cts,div,six cts,3,712
GLDC QTR FEB 28 NET Shr cts,div,six cts,3,713
QTR,div,FEB,3,714
QTR,div,prior,3,715
QTR,div,NET,3,716
USDA,PROPOSE,MEAT INSPECTION RULE,5,717
USDA,PROPOSE,FOREIGN MEAT INSPECTION RULE,5,718
UNION TEXAS OIL RESERVES,DROPPED IN,1986 Union Texas Petroleum,6,719
Petroleum,said,reserves,6,720
Petroleum,said,worldwide,6,721
Petroleum,said,mln,6,722
Petroleum,said,barrels,6,723
pilots union proposal,buy,UAL spokesman,6,724
pilots union proposal,buy,its United Airlines unit,6,725
PILOTS TODAY UAL Inc,have response at_time,afternoon,6,726
Inc,have,response,6,727
Inc,have,afternoon,6,728
Chairman John Meinert,told,annual meeting,6,729
Chairman John Meinert,told,meeting,6,730
GHANA,BUY CRUDE OIL FROM,IRAN Ghana,1,732
GHANA,BUY,CRUDE OIL,1,733
Ghana,import,tonnes,1,734
Ghana,import,crude,1,735
Ghana,import,oil,1,736
Ghana,import,agreement,1,737
Ghana,import,Iranian,1,738
Ghana,import,today,1,739
it,said had,operating loss for year of 2,6,741
it,said had,operating loss for year ended December 31,6,742
it,said had,operating loss of 2,6,743
it,said had,operating loss for year,6,744
it,said had,operating loss,6,745
it,said had,operating loss for year ended December 31 of 2,6,746
Renault,agreed,they,6,748
Renault,agreed,weeks,6,749
Renault,agreed,definitive,6,750
Renault,agreed,period,6,751
AID,is,0,3,752
RITE,Pay,div,3,753
CANADA,MONITOR,STEEL IMPORTS,5,755
CANADA,MONITOR,TRADE MINISTER SAYS CANADA,5,756
SAYS,MONITOR,IMPORTS,5,757
SAYS,MONITOR,EXPORTS,5,758
company,has,largest customer,6,761
XEBC TO REPORT 2ND QTR LOSS Xebec Corp,said,company 's customer,6,762
due decline,is in,sales,6,763
XEBEC,said,company 's customer,6,764
Corp,expects,loss,6,765
Corp,expects,second,6,766
Corp,expects,quarter,6,767
Corp,expects,largest,6,768
Corp,expects,decline,6,769
CCC,ACCEPTS,EXPORT BID,4,770
CCC,ACCEPTS,U,4,771
Corporation,has,bid,4,772
EGYPT,BUY,PL 480 WHEAT USDA Egypt,4,773
EGYPT AUTHORIZED,purchase,"about 200,000 tonnes of U",4,774
EGYPT AUTHORIZED,has,has authorized,4,775
EGYPT AUTHORIZED,purchase,"about 200,000 tonnes",4,776
U,BUY,PL,4,777
U,BUY,WHEAT,4,778
its annual meeting,is in,San Francisco,6,779
CATERPILLAR CAT REAFFIRMS FIRST QUARTER OUTLOOK Caterpillar Inc,reiterated,its expectation of loss in quarter,6,780
CATERPILLAR CAT REAFFIRMS FIRST QUARTER OUTLOOK Caterpillar Inc,reiterated,its expectation of loss,6,781
loss,is in,first quarter,6,782
CATERPILLAR CAT REAFFIRMS FIRST QUARTER OUTLOOK Caterpillar Inc,reiterated,its expectation,6,783
CATERPILLAR CAT REAFFIRMS FIRST QUARTER OUTLOOK Caterpillar Inc,reiterated,its expectation of loss in first quarter,6,784
Francisco,reiterated,expectation,6,785
Francisco,reiterated,first,6,786
Francisco,reiterated,loss,6,787
BROKER,BOOSTS,ZONDERVAN,6,788
Ltd,said,shareholders,6,789
Ltd,said,common,6,790
Ltd,said,stock,6,791
Corp,said,current,6,793
AID,is,0,3,794
SOUTH KOREA CORN IMPORTS MAY INCREASE USDA South Korea,has,purchase of about 2,4,795
KOREA,is,SOUTH,4,796
CATTLE,is,MEXICAN,4,797
CATTLE,BE,IMPORTS,4,798
CATTLE,BE,steers,4,799
CATTLE,BE,right,4,800
CATTLE,BE,letter,4,801
VUL SEES FIRST QUARTER OPERATING LOSS Vulcan Corp 's quarter operating results,will show,loss,6,802
VULCAN,will show,loss,6,803
VUL SEES FIRST QUARTER OPERATING LOSS Vulcan Corp 's first quarter results,will show,loss,6,804
VUL SEES FIRST QUARTER OPERATING LOSS Vulcan Corp 's quarter results,will show,loss,6,805
VUL SEES FIRST QUARTER OPERATING LOSS Vulcan Corp 's first quarter operating results,will show,loss,6,806
results,show,loss,6,807
UAL,is at,COMMENT,6,808
report,contained,qualified,6,810
report,contained,independent,6,811
20 cts,is in,prior qtr Payable June 10 Record,3,813
IT,SELL SPIRITS UNIT FOR,545 MLN DLRS,6,814
IT,SELL SPIRITS UNIT FOR,545 MLN DLRS TO AMERICAN BRANDS,6,815
NAT'L DISTILLERS,SAYS,IT,6,816
IT,SELL,SPIRITS UNIT,6,817
DISTILLERS,AGREES,IT,6,818
DISTILLERS,AGREES,SPIRITS,6,819
USDA,SEEKS COMMENTS ON,GRAIN DISCOUNT,4,820
USDA,SEEKS,COMMENTS,4,821
USDA,is at,COMMENTS,4,822
COMMENTS,SEEKS,DISCOUNT,4,823
CASCADE IMPORTERS UNIT,ACQUIRES,PARIS COMPANY,6,824
it,said acquired,worldwide rights,6,825
it,said acquired,rights for products from Bernard Tapie Group in Paris,6,826
Bernard Tapie Group,is in,Paris,6,827
it,said acquired,rights,6,828
it,said tentatively acquired,rights for products of Madam Gre from Bernard Tapie Group in Paris,6,829
it,said acquired,worldwide rights for products from Bernard Tapie Group,6,830
it,said tentatively acquired,worldwide rights,6,831
it,said tentatively acquired,rights for products from Bernard Tapie Group in Paris,6,832
it,said tentatively acquired,worldwide rights for products of Madam Gre from Bernard Tapie Group in Paris,6,833
it,said acquired,worldwide rights for products of Madam Gre,6,834
it,said acquired,rights for products from Bernard Tapie Group,6,835
it,said acquired,worldwide rights for products,6,836
it,said acquired,worldwide rights for products of Madam Gre from Bernard Tapie Group,6,837
it,said tentatively acquired,worldwide rights for products of Madam Gre from Bernard Tapie Group,6,838
it,said tentatively acquired,worldwide rights for products from Bernard Tapie Group,6,839
it,said tentatively acquired,rights for products of Madam Gre from Bernard Tapie Group,6,840
it,said tentatively acquired,worldwide rights for products,6,841
it,said tentatively acquired,rights for products of Madam Gre,6,842
it,said tentatively acquired,rights,6,843
it,said acquired,worldwide rights for products from Bernard Tapie Group in Paris,6,844
it,said tentatively acquired,rights for products from Bernard Tapie Group,6,845
it,said acquired,rights for products of Madam Gre,6,846
it,said acquired,worldwide rights for products of Madam Gre from Bernard Tapie Group in Paris,6,847
it,said acquired,rights for products of Madam Gre from Bernard Tapie Group,6,848
it,said tentatively acquired,worldwide rights for products from Bernard Tapie Group in Paris,6,849
it,said tentatively acquired,rights for products,6,850
it,said acquired,rights for products,6,851
it,said tentatively acquired,worldwide rights for products of Madam Gre,6,852
it,said acquired,rights for products of Madam Gre from Bernard Tapie Group in Paris,6,853
Corp,said,definitive,6,855
Corp,said,agreement,6,856
Corp,acquired,it,6,858
Inc,said,substantial,6,859
Inc,said,loss,6,860
Inc,said,fourth,6,861
Inc,said,quarter,6,862
Inc,said,writeoff,6,863
concerns,is in,U,5,864
CANADA,MONITOR,EXPORTS Canada,5,865
CANADA,MONITOR,STEEL IMPORTS,5,866
Canada,plans,steel,5,867
Canada,plans,shipments,5,868
Corp,said,decision,6,869
Corp,said,international,6,870
Corp,said,consortium,6,871
Corp,said,new,6,872
Corp,said,engine,6,873
Southeast Banking Corp,told,Securities Commission,6,877
Cos,expected,oil,6,878
Cos,expected,flat,6,879
Cos,expected,fertilizer,6,880
Jorge Cardenas,said TO,70/80 CTS,7,883
prices,drop,next,7,884
HBO,URGES,SHAREHOLDERS,6,885
HBOC,URGES,SHAREHOLDERS,6,886
HBOC,URGES,SHAREHOLDERS AGAINST ANDOVER HBO,6,887
HBO,URGES,SHAREHOLDERS AGAINST ANDOVER HBO,6,888
Co,said,letter,6,889
UAP,MAKES Slater Auto Electric Ltd with,two Ontario stores,6,891
UAP,MAKES,Slater Auto Electric Ltd,6,892
UAP,MAKES,it has acquired Slater Auto Electric Ltd,6,893
Inc,said,stores,6,894
Inc,said,undisclosed,6,895
Inc,said,terms,6,896
STOCKS,GASOLINE,UNCHANGED,0,897
PL 480 AGREEMENT,is WITH,MOROCCO,4,898
EIA SAYS DISTILLATE STOCKS held,were unchanged in,week,0,899
EIA SAYS DISTILLATE STOCKS UNCHANGED,held in,primary storage,0,900
EIA SAYS DISTILLATE STOCKS held,were,unchanged in week ended April three at 106,0,901
EIA SAYS DISTILLATE STOCKS UNCHANGED held,were unchanged in,week ended April three,0,902
EIA SAYS DISTILLATE STOCKS held,were unchanged at,106,0,903
EIA SAYS DISTILLATE STOCKS,held in,storage,0,904
EIA SAYS DISTILLATE STOCKS UNCHANGED held,were,unchanged in week ended April three at 106,0,905
EIA SAYS DISTILLATE STOCKS held,were,unchanged in week at 106,0,906
EIA SAYS DISTILLATE STOCKS UNCHANGED held,were,unchanged,0,907
EIA SAYS DISTILLATE STOCKS UNCHANGED held,were,unchanged in week at 106,0,908
EIA SAYS DISTILLATE STOCKS UNCHANGED held,were unchanged at,106,0,909
EIA SAYS DISTILLATE STOCKS held,were,unchanged,0,910
EIA SAYS DISTILLATE STOCKS held,were unchanged in,week ended April three,0,911
EIA SAYS DISTILLATE STOCKS,held in,primary storage,0,912
EIA SAYS DISTILLATE STOCKS UNCHANGED,held in,storage,0,913
EIA SAYS DISTILLATE STOCKS UNCHANGED held,were unchanged in,week,0,914
ANNUAL REPORT QUALIFIED Hawkeye Bancorp,has,1986 annual financial results,6,915
ENCOR STAKE Dome Petroleum Ltd,has,proposal,6,917
ENCOR STAKE Dome Petroleum Ltd 's proposal,restructure,debt,6,918
proposal,restructure,more,6,919
U,is,RECENT,0,920
next year,has,federal budget deficit,2,921
DEFICIT CUTS,SEEN,UNABLE,2,922
OPEN Colombia,has,coffee export registrations,7,925
OPEN Colombia 's coffee export registrations,remain,open,7,926
Chemical Corp,has,liquor business,6,928
AMERICAN,is,MORE,6,929
BRANDS,is,Brands,6,930
BRANDS,is,mln,6,931
AUSTRALIAN UNEMPLOYMENT,RISES rose IN,MARCH Australia 's adjusted unemployment rate,2,932
