subject,relation,object,new_topic,old_index
India Pakistan peace,boosts,trade relations,5,608
India Pakistan peace,boosts,trade Calmer relations between India,5,609
India Pakistan peace,boosts,trade relations between India,5,610
bilateral trade,is in,summer,5,611
India Pakistan peace,boosts,trade Calmer relations,5,612
giant EMI,sunk by,profit warning Shares,3,613
EMI,sunk by,profit warning Shares,3,614
firm,issued,profit warning,3,615
EMI,sunk in,music,3,616
giant EMI,sunk in,music,3,617
firm,issued,profit warning following sales to two album releases,3,618
firm,issued,profit warning following sales,3,619
firm,issued,profit warning following disappointing sales,3,620
firm,issued,profit warning following disappointing sales to two album releases,3,621
Euronext,joins,bid battle,6,622
Euronext,joins,bid battle for LSE stock market Euronext,6,623
Euronext,joins,bid battle for LSE Pan-European stock market Euronext,6,624
market,has,possible,6,625
fall UK house prices,fell,0,5,626
festive fall UK house prices,fell,0,5,627
Mitsubishi,is in,in Peugeot link talks talks with carmaker PSA Peugeot Citroen,4,628
hit Mitsubishi Motors,is in,in Peugeot link talks talks with carmaker PSA Peugeot Citroen,4,629
Mitsubishi Motors,is in,talks with French carmaker PSA Peugeot Citroen about possible alliance,4,630
hit Mitsubishi Motors,is in,in Peugeot link talks talks,4,631
talks,is in,Peugeot link talks,4,632
Mitsubishi,is in,in Peugeot link talks talks about possible alliance,4,633
Mitsubishi,is in,talks with carmaker PSA Peugeot Citroen,4,634
Mitsubishi,is in,talks with French carmaker PSA Peugeot Citroen about possible alliance,4,635
Mitsubishi Motors,is in,in Peugeot link talks talks,4,636
Mitsubishi Motors,is in,in Peugeot link talks talks with French carmaker PSA Peugeot Citroen about possible alliance,4,637
hit Mitsubishi Motors,is in,talks,4,638
Mitsubishi,is in,in Peugeot link talks talks with French carmaker PSA Peugeot Citroen,4,639
Mitsubishi,is in,in Peugeot link talks talks with carmaker PSA Peugeot Citroen about possible alliance,4,640
hit Mitsubishi Motors,is in,talks with French carmaker PSA Peugeot Citroen about possible alliance,4,641
Mitsubishi Motors,is in,talks with French carmaker PSA Peugeot Citroen,4,642
hit Mitsubishi Motors,is in,in Peugeot link talks talks with French carmaker PSA Peugeot Citroen,4,643
Mitsubishi Motors,is in,in Peugeot link talks talks with carmaker PSA Peugeot Citroen about possible alliance,4,644
Mitsubishi Motors,is in,talks,4,645
talks,is with,French carmaker PSA Peugeot Citroen,4,646
Mitsubishi Motors,is in,talks with carmaker PSA Peugeot Citroen,4,647
hit Mitsubishi Motors,is in,talks with carmaker PSA Peugeot Citroen,4,648
Mitsubishi Motors,is in,talks with carmaker PSA Peugeot Citroen about possible alliance,4,649
hit Mitsubishi Motors,is in,in Peugeot link talks talks about possible alliance,4,650
Mitsubishi,is in,in Peugeot link talks talks with French carmaker PSA Peugeot Citroen about possible alliance,4,651
hit Mitsubishi Motors,is in,in Peugeot link talks talks with French carmaker PSA Peugeot Citroen about possible alliance,4,652
Mitsubishi,is in,talks,4,653
Mitsubishi,is in,talks about possible alliance,4,654
Mitsubishi Motors,is in,talks about possible alliance,4,655
hit Mitsubishi Motors,is in,talks about possible alliance,4,656
Mitsubishi,is in,talks with carmaker PSA Peugeot Citroen about possible alliance,4,657
hit Mitsubishi Motors,is in,talks with French carmaker PSA Peugeot Citroen,4,658
Mitsubishi Motors,is in,in Peugeot link talks talks with French carmaker PSA Peugeot Citroen,4,659
hit Mitsubishi Motors,is in,in Peugeot link talks talks with carmaker PSA Peugeot Citroen about possible alliance,4,660
hit Mitsubishi Motors,is in,talks with carmaker PSA Peugeot Citroen about possible alliance,4,661
Mitsubishi Motors,is in,in Peugeot link talks talks about possible alliance,4,662
Mitsubishi,is in,in Peugeot link talks talks,4,663
Mitsubishi Motors,is in,in Peugeot link talks talks with carmaker PSA Peugeot Citroen,4,664
Mitsubishi,is in,talks with French carmaker PSA Peugeot Citroen,4,665
Peugeot,has,Mitsubishi,4,666
Peugeot,is at,Mitsubishi,4,667
Motors,is,French,4,668
Motors,is,possible,4,669
French economy France,has,economic growth,5,670
Consumers,drive,economy France 's economic growth,5,671
Consumers,drive,French economy France 's economic growth,5,672
Consumers,drive,French economy France 's growth,5,673
Consumers,drive,economy France 's growth,5,674
France,is,3,5,675
combination,hit sales at,food,5,676
combination,hit,sales,5,677
combination,hit sales at,Swiss food,5,678
weather,is,Bad,5,679
India power shares,jump in,National Thermal Power Corp,5,680
India power shares,jump in,India 's largest power producer,5,681
India power shares,jump in,India 's power producer,5,682
India power shares,jump on,debut Shares,5,683
Europe,asks,Asia,5,684
leaders,say,states,5,685
their currencies,rise against,US dollar,5,686
leaders say,must let for,euro help,5,687
their currencies,ease,pressure,5,688
European leaders say,must let for,euro help,5,689
their currencies,ease,pressure on euro,5,690
European leaders,say,states,5,691
leaders,say,Asian states,5,692
European leaders,say,Asian states,5,693
Europe,is at,Asia,5,694
China trader,overtook US according,numbers released on Wednesday,5,695
China trader,overtook US according,numbers released by Japan 's Finance Ministry,5,696
China top trader,overtook US according,numbers,5,697
China top trader,overtook US according,numbers released on Wednesday,5,698
China trader,overtook US according,numbers released by Japan 's Finance Ministry on Wednesday,5,699
China trader,overtook US according,numbers,5,700
China top trader,overtook US according,numbers released by Japan 's Finance Ministry,5,701
China trader,overtook,US,5,702
China trader,overtook US according,numbers released,5,703
Japan,has,biggest trading partner,5,704
US,become in,2004,5,705
US,become,Japan 's biggest trading partner,5,706
US,become,Japan 's trading partner,5,707
China top trader,overtook,US,5,708
China top trader,overtook US according,numbers released,5,709
China top trader,is with,Japan China,5,710
China top trader,overtook US according,numbers released by Japan 's Finance Ministry on Wednesday,5,711
China,is at,trader,5,712
Dollar,hits,versus euro US dollar has continued its slide,5,713
Dollar,hits,new its breaking slide,5,714
Dollar,hits,new US dollar has continued its breaking slide,5,715
Dollar,hits,US dollar has continued its record breaking slide,5,716
Dollar,tumbled to,new low,5,717
Dollar,hits,new its record breaking slide,5,718
Dollar,tumbled to,low,5,719
Dollar,hits,US dollar has continued its breaking slide,5,720
Dollar,hits,new versus euro US dollar has continued its slide,5,721
Dollar,tumbled to,low against euro,5,722
Dollar,hits,new US dollar has continued its record breaking slide,5,723
Dollar,tumbled to,new low against euro,5,724
Dollar,hits,its breaking slide,5,725
Dollar,hits,its record breaking slide,5,726
Dollar,hits,new US dollar has continued its slide,5,727
Dollar,hits,US dollar has continued its slide,5,728
Dollar,hits,new versus euro US dollar has continued its breaking slide,5,729
Dollar,hits,new its slide,5,730
Dollar,hits,versus euro US dollar has continued its breaking slide,5,731
Dollar,hits,its slide,5,732
Dollar,hits,versus euro US dollar has continued its record breaking slide,5,733
Dollar,hits,new versus euro US dollar has continued its record breaking slide,5,734
dollar,has,record,5,735
China,has,economy,5,736
1,evade,buyout,6,737
1,evade,Motors,6,738
oil,is,Crude,5,739
voters,turn Beyond,desperate security situation in Iraq,5,740
voters,turn Beyond,security situation,5,741
economy,is in,tatters,5,742
Iraqi voters,turn Beyond,security situation,5,743
Iraqi voters,turn Beyond,desperate security situation,5,744
Iraqi voters,turn Beyond,desperate security situation in Iraq,5,745
desperate security situation,is in,Iraq,5,746
Iraqi voters,turn to,issues,5,747
voters,turn to,issues,5,748
Iraqi voters,turn to,economic issues,5,749
voters,turn Beyond,security situation in Iraq,5,750
Iraqi voters,turn Beyond,security situation in Iraq,5,751
voters,turn to,economic issues,5,752
voters,turn Beyond,desperate security situation,5,753
voters,is,Iraqi,5,754
China,bans,tobacco factories,5,755
world,has,biggest tobacco consumer,5,756
China,bans,world 's biggest tobacco consumer,5,757
China,bans,new tobacco factories,5,758
China,bans,world 's tobacco consumer,5,759
India,is in,gas export deal,5,760
India India,has signed,Â £ 21bn deal,5,761
India,is at,Iran,5,762
gas,has,export,5,763
gas,has,natural,5,764
gas,has,deal,5,765
profits,record,levels boosted by rise at its investment arm,5,766
pre-tax profits,record,levels boosted,5,767
annual pre-tax profits,record,levels boosted by rise at its investment arm,5,768
annual pre-tax profits,record,levels boosted,5,769
Barclays profits,hit,UK 's bank,5,770
pre-tax profits,record,levels boosted by rise in business at its investment arm,5,771
annual pre-tax profits,record,levels boosted by rise,5,772
levels,boosted by,sharp rise in business at its investment arm,5,773
pre-tax profits,record,levels boosted by sharp rise in business at its investment arm,5,774
levels,boosted by,rise in business,5,775
annual profits,record,levels boosted by rise at its investment arm,5,776
Barclays profits,hit,UK 's third bank,5,777
annual pre-tax profits,record,levels boosted by sharp rise in business,5,778
pre-tax profits,record,levels boosted by sharp rise,5,779
annual profits,record,levels boosted by rise in business,5,780
profits,record,levels boosted by sharp rise in business,5,781
levels,boosted by,rise in business at its investment arm,5,782
annual profits,climb,to record,5,783
UK,has,third bank,5,784
levels,boosted by,rise at its investment arm,5,785
annual pre-tax profits,record,levels boosted by sharp rise at its investment arm,5,786
annual profits,record,levels boosted by sharp rise at its investment arm,5,787
profits,record,levels boosted,5,788
profits,record,levels boosted by sharp rise,5,789
sharp rise,is in,business,5,790
profits,record,levels boosted by rise in business at its investment arm,5,791
annual profits,record,levels boosted by rise,5,792
annual pre-tax profits,record,levels boosted by sharp rise,5,793
pre-tax profits,climb,to record,5,794
pre-tax profits,record,levels boosted by rise at its investment arm,5,795
annual pre-tax profits,record,levels boosted by rise in business,5,796
levels,boosted by,rise,5,797
annual pre-tax profits,record,levels boosted by rise in business at its investment arm,5,798
profits,record,levels boosted by rise,5,799
pre-tax profits,record,levels boosted by rise,5,800
annual profits,record,levels boosted by sharp rise,5,801
pre-tax profits,record,levels boosted by rise in business,5,802
pre-tax profits,record,levels boosted by sharp rise in business,5,803
levels,boosted by,sharp rise in business,5,804
Barclays profits,hit,record level Barclays,5,805
profits,record,levels boosted by sharp rise at its investment arm,5,806
annual profits,record,levels boosted by sharp rise in business at its investment arm,5,807
pre-tax profits,record,levels boosted by sharp rise at its investment arm,5,808
annual profits,record,levels boosted by rise in business at its investment arm,5,809
profits,record,levels boosted by sharp rise in business at its investment arm,5,810
levels,boosted by,sharp rise,5,811
annual profits,record,levels boosted,5,812
profits,record,levels boosted by rise in business,5,813
