subject,relation,object,new_topic,old_index
CALLS,REPORT FOR,BURLINGTON RUMOR,3,493
CALLS,REPORT OF,BID,3,494
TEXTILE CALLS,REPORT OF,BID,3,495
CALLS,REPORT,RUMOR,3,496
cts,Pay,prior,5,497
IBCP,Pay at_time,April 20 Record April 10,5,498
BANK,is,INDEPENDENT,5,499
FINANCIAL,is,0,5,500
stake,is in,Burlington Industries Inc,3,501
Inc,published,joint,3,502
Inc,published,report,3,503
SAYS FED SETS,SYSTEM,REPURCHASES,0,504
SAYS SETS,SYSTEM,REPURCHASES,0,505
SETS,SYSTEM,REPURCHASES,0,506
FED SAYS FED SETS,SYSTEM,REPURCHASES,0,507
FED SETS,SYSTEM,REPURCHASES,0,508
FED SAYS SETS,SYSTEM,REPURCHASES,0,509
SETS,SYSTEM,REPURCHASES,0,510
RAYTHEON RTN NET,RISES ON,OPERATIONS Raytheon,0,511
10 pct rise,is in,its first quarter net,0,512
Raytheon,said,first,0,513
GRL 4TH QTR LOSS,Ended,Feb 28 Shr loss 2,5,514
4TH,Ended,QTR,5,515
EXPORTERS,LIMIT,Major,1,516
EXPORTERS,LIMIT,SALES,1,517
EXPORTERS,LIMIT,likely,1,518
EXPORTERS,LIMIT,cocoa,1,519
FED,ADDS,RESERVES VIA OVERNIGHT REPURCHASES,0,520
FED,ADDS,RESERVES VIA REPURCHASES,0,521
RESERVES VIA REPURCHASES,entered,U,0,522
"52,500 tonnes",is in,bulk,2,523
HONDURAS,will tender at_time,April 13,2,524
Honduras,tender,various,2,525
Honduras,tender,tonnes,2,526
STORAGE PROBLEMS Storage problems,is with,Brazil 's record grain crop,2,527
BRAZIL GRAIN HARVEST,FACES,STORAGE PROBLEMS Storage problems,2,528
BRAZIL GRAIN HARVEST,FACES,STORAGE PROBLEMS Storage problems with Brazil 's record grain crop,2,529
crop,are,likely,2,530
increase,is in,shares of company 's authorized common stock,3,531
FLT SHAREHOLDERS,APPROVE,SHARE INCREASE Fleet Financial Group,3,532
REUTERS CHAIRMAN URGES,should abolish,their restrictions on full dissemination of information,4,533
FREER INFORMATION,FLOWS,Exchanges,4,534
INFORMATION,FLOWS,Exchanges,4,535
REUTERS CHAIRMAN URGES,should abolish,their restrictions,4,536
REUTERS CHAIRMAN URGES,should abolish,their restrictions on dissemination of information,4,537
REUTERS CHAIRMAN URGES,should abolish,their restrictions on dissemination,4,538
REUTERS CHAIRMAN URGES,should abolish,their restrictions on full dissemination,4,539
CCL Industries Inc,said IN,MONOBLOC,3,540
majority interest,is in,Monobloc U,3,541
CCL INDUSTRIES PURCHASES STAKE,said IN,MONOBLOC,3,542
MADEIRA,is IN,LETTER,3,543
LETTER,has,MADEIRA,3,544
LETTER,is at,MADEIRA,3,545
Inc,said,it,3,546
Inc,said,letter,3,547
DATR,BUYOUT,it,3,548
DATR,BUYOUT,company,3,549
DATR,BUYOUT,top,3,550
DATR,BUYOUT,officers,3,551
INTERSTATE PROPERTIES IN,ACQUIRE,ALEXANDERS TRUMP,3,552
IN,ACQUIRE,ALEXANDERS,3,553
INTERSTATE IN,TALKS FOR,ALEXANDERS Donald Trump,3,554
INDUSTRIES,is,0,5,555
Inc,said,ESK,3,556
Inc,said,subsidiary,3,557
Inc,said,E,3,558
CANADA,ALLOWS,PUBLISHING TAKEOVER BY HARCOURT Investment Canada,3,559
CANADA,ALLOWS,PUBLISHING TAKEOVER HARCOURT Investment Canada,3,560
Canada,said,indirect,3,561
Canada,said,takeover,3,562
JAPAN,AVERT,TARIFFS Senior officials,4,563
tomorrow open talks,is with,American trade negotiators,4,564
tomorrow open talks,is in,last ditch effort to avert,4,565
JAPAN,AVERT,tomorrow talks with trade negotiators,4,566
JAPAN,AVERT,TARIFFS officials,4,567
JAPAN,AVERT,TARIFFS Japanese officials,4,568
JAPAN,AVERT,TARIFFS Senior Japanese officials,4,569
JAPAN,AVERT,tomorrow talks,4,570
JAPAN,is IN,LAST DITCH EFFORT,4,571
JAPAN,AVERT,tomorrow talks with American trade negotiators,4,572
HOECHST CELANESE,SENDS,REPORT,3,573
HOECHST CELANESE,SENDS,REPORT ON NEW FACILITIES,3,574
its polyester textile fiber facilities,is in,North Carolina,3,575
corp,expects,loss,3,576
corp,expects,first,3,577
corp,expects,dlrs,3,578
HOUSE FIRM Presidential spokesman Marlin Fitzwater,said,U,4,579
WHITE HOUSE FIRM spokesman Marlin Fitzwater,said,U,4,580
HOUSE FIRM spokesman Marlin Fitzwater,said,U,4,581
WHITE HOUSE STANDING FIRM spokesman Marlin Fitzwater,said,U,4,582
HOUSE STANDING FIRM Presidential spokesman Marlin Fitzwater,said,U,4,583
WHITE HOUSE STANDING FIRM Presidential spokesman Marlin Fitzwater,said,U,4,584
HOUSE STANDING FIRM spokesman Marlin Fitzwater,said,U,4,585
WHITE HOUSE FIRM Presidential spokesman Marlin Fitzwater,said,U,4,586
HOUSE,is,WHITE,4,587
spokesman,said,will reduced by 25 pct,1,588
COCOA TERMINAL DEPOSITS,will,TO will reduced by 25 pct,1,589
spokesman,said,TO will reduced by 25 pct,1,590
COCOA TERMINAL DEPOSITS,will,will reduced by 25 pct,1,591
COLOMBIA BUSINESS,DIVERSIFY Colombia government trade official FROM,COFFEE,4,592
its activities,stop,relying so heavily,4,593
COLOMBIA BUSINESS,DIVERSIFY,Colombia government trade official,4,594
its activities,stop,relying,4,595
business community,diversify,its activities,4,596
its activities,stop,relying so heavily on coffee,4,597
COLOMBIA BUSINESS ASKED,has urged,business community,4,598
its activities,stop,relying heavily,4,599
its activities,stop,relying heavily on coffee,4,600
its activities,stop,relying on coffee,4,601
BUSINESS,DIVERSIFY,COFFEE,4,602
BUSINESS,DIVERSIFY,government,4,603
TURKEY CALLS,SOLVE,DISPUTE Turkey,4,604
its disputes,is with,Greece including rights on continental shelf in Aegean Sea,4,605
continental shelf,is in,Aegean Sea,4,606
TURKEY,is at,CALLS,4,607
Turkey,said,continental,4,608
it,acquire,business,3,609
it,acquire,business of Medical Quadrangle Inc,3,610
it,merge with,Florida based company formed by four top officers,3,611
BUYOUT Datron Corp,said,it,3,612
BUYOUT Datron Corp,said,agreed merge with GGHF Inc,3,613
it,merge with,Florida based company formed by four officers of company,3,614
it,merge with,GGHF Inc,3,615
it,merge with,based company,3,616
it,merge with,Florida based company,3,617
it,merge with,company,3,618
it,merge with,based company formed,3,619
BUYOUT Datron Corp,said,agreed merge,3,620
it,merge with,company formed by four officers,3,621
it,merge with,company formed by four top officers of company,3,622
it,merge with,Florida based company formed by four top officers of company,3,623
it,merge with,Florida based company formed,3,624
it,merge with,based company formed by four officers,3,625
it,merge with,based company formed by four top officers,3,626
it,merge with,company formed by four officers of company,3,627
it,merge with,company formed,3,628
it,merge with,company formed by four top officers,3,629
BUYOUT Datron Corp,said,agreed to merge,3,630
it,merge with,based company formed by four top officers of company,3,631
BUYOUT Datron Corp,said,agreed to merge with GGHF Inc,3,632
it,merge with,based company formed by four officers of company,3,633
it,merge with,Florida based company formed by four officers,3,634
DATR,AGREES,top,3,635
DATR,AGREES,company,3,636
15 pct growth,is in,sales,3,637
SPIE BATIGNOLLES,COULD INCREASE,COMSTOCK HOLDING Construction group,3,638
Spie Batignolles,increase,its holding,3,639
SPIE BATIGNOLLES,COULD INCREASE,COMSTOCK HOLDING Construction group Spie Batignolles is negotiating,3,640
Batignolles,is,holding,3,641
BRAZIL LOAN ACTION,CUT,NET,5,642
SECURITY PACIFIC,EXPECTS,BRAZIL LOAN ACTION,5,643
PACIFIC,is,0,5,644
ACTION,CUT,NET,5,645
HOUSE,is,WHITE,4,646
CHARGE,SEES,third,3,647
SPC LOANS,PUT,NON-ACCRUAL Security Pacific Corp said,0,648
IRANIANS Iraq,said at_time,today,6,649
GLDC QTR FEB 28 NET Shr cts,div,six cts vs six cts,5,650
GLDC QTR FEB 28 NET Shr 15 cts,div,six cts vs six cts,5,651
GLDC QTR FEB 28 NET Shr 15 cts,div,six cts,5,652
GLDC QTR FEB 28 NET Shr cts,div,six cts,5,653
QTR,div,FEB,5,654
QTR,div,prior,5,655
QTR,div,NET,5,656
UNION TEXAS OIL RESERVES,DROPPED IN,1986 Union Texas Petroleum,6,657
Petroleum,said,reserves,6,658
Petroleum,said,worldwide,6,659
Petroleum,said,mln,6,660
Petroleum,said,barrels,6,661
pilots union proposal,buy,UAL spokesman,3,662
pilots union proposal,buy,its United Airlines unit,3,663
PILOTS TODAY UAL Inc,have response at_time,afternoon,3,664
Inc,have,response,3,665
Inc,have,afternoon,3,666
Chairman John Meinert,told,annual meeting,3,667
Chairman John Meinert,told,meeting,3,668
HELLER,SEES RETURN,TO MONEY SUPPLY GROWTH FED,7,669
HELLER,SEES RETURN TO,MONEY SUPPLY GROWTH,7,670
HELLER,SEES RETURN,MONEY SUPPLY GROWTH FED,7,671
HELLER,SEES RETURN,SLOWER MONEY SUPPLY GROWTH FED,7,672
HELLER,SEES RETURN,TO SLOWER MONEY SUPPLY GROWTH FED,7,673
HELLER,SEES,RETURN,7,674
HELLER,SEES,RETURN,7,675
HELLER,SEES RETURN TO,SLOWER MONEY SUPPLY GROWTH,7,676
HELLER,SEES,RETURN,7,677
HELLER,SEES,SLOWER,7,678
HELLER,SEES,MONEY,7,679
HELLER,SEES,SUPPLY,7,680
GHANA,BUY CRUDE OIL FROM,IRAN Ghana,6,681
GHANA,BUY,CRUDE OIL,6,682
Ghana,import,tonnes,6,683
Ghana,import,crude,6,684
Ghana,import,oil,6,685
Ghana,import,agreement,6,686
Ghana,import,Iranian,6,687
Ghana,import,today,6,688
HELLER SAYS MONETARY GROWTH,BE,member,7,689
HELLER SAYS MONETARY GROWTH,BE,Robert Heller,7,690
HELLER SAYS MONETARY GROWTH,BE,member of Federal Reserve Board,7,691
HELLER SAYS MONETARY GROWTH,BE,SLOWER Robert Heller,7,692
it,said had,operating loss for year of 2,6,693
it,said had,operating loss for year ended December 31,6,694
it,said had,operating loss of 2,6,695
it,said had,operating loss for year,6,696
it,said had,operating loss,6,697
it,said had,operating loss for year ended December 31 of 2,6,698
NATIONS,RECONVENE,FOR TALKS Financial ministers central bankers reconvened afternoon,7,699
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers of leading nations reconvened afternoon,7,700
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of leading industrial nations reconvened afternoon,7,701
NATIONS,RECONVENE,FOR TALKS Financial ministers of leading industrial nations reconvened here afternoon,7,702
central bankers,TALKS reconvened here at_time,afternoon,7,703
NATIONS,RECONVENE,TALKS Financial ministers bankers of nations reconvened here afternoon,7,704
NATIONS,RECONVENE,FOR TALKS Financial ministers central bankers of leading nations reconvened afternoon,7,705
NATIONS,RECONVENE,FOR TALKS Financial ministers central bankers of leading industrial nations reconvened afternoon,7,706
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of nations reconvened here afternoon,7,707
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers of leading nations reconvened afternoon,7,708
NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of nations reconvened afternoon,7,709
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers central bankers of nations reconvened afternoon,7,710
NATIONS,RECONVENE,TALKS Financial ministers central bankers of leading nations reconvened here afternoon,7,711
NATIONS,RECONVENE,TALKS Financial ministers bankers of leading industrial nations reconvened afternoon,7,712
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers reconvened here afternoon,7,713
NATIONS,RECONVENE,FOR TALKS Financial ministers of leading industrial nations reconvened afternoon,7,714
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers central bankers reconvened afternoon,7,715
NATIONS,RECONVENE,FOR TALKS Financial ministers reconvened here afternoon,7,716
NATIONS,RECONVENE,TALKS Financial ministers reconvened afternoon,7,717
NATIONS,RECONVENE,TALKS Financial ministers of leading industrial nations reconvened afternoon,7,718
NATIONS,RECONVENE,TALKS Financial ministers of leading nations reconvened afternoon,7,719
NATIONS,RECONVENE,FOR TALKS Financial ministers of industrial nations reconvened afternoon,7,720
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers central bankers of industrial nations reconvened here afternoon,7,721
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers central bankers of nations reconvened afternoon,7,722
NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of industrial nations reconvened here afternoon,7,723
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers of industrial nations reconvened afternoon,7,724
NATIONS,RECONVENE,FOR TALKS Financial ministers of nations reconvened here afternoon,7,725
NATIONS,RECONVENE,TALKS Financial ministers central bankers of leading nations reconvened afternoon,7,726
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers of nations reconvened afternoon,7,727
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers bankers of nations reconvened here afternoon,7,728
NATIONS,RECONVENE,TALKS Financial ministers bankers of leading nations reconvened afternoon,7,729
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers of industrial nations reconvened here afternoon,7,730
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers bankers reconvened here afternoon,7,731
NATIONS,RECONVENE,TALKS central bankers reconvened here afternoon,7,732
Financial ministers,TALKS reconvened at_time,afternoon,7,733
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers bankers of leading nations reconvened here afternoon,7,734
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers central bankers of leading industrial nations reconvened here afternoon,7,735
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers central bankers of leading industrial nations reconvened afternoon,7,736
NATIONS,RECONVENE,TALKS Financial ministers bankers of leading nations reconvened here afternoon,7,737
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of industrial nations reconvened here afternoon,7,738
NATIONS,RECONVENE,TALKS central bankers reconvened afternoon,7,739
NATIONS,RECONVENE,FOR TALKS central bankers reconvened afternoon,7,740
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of leading industrial nations reconvened here afternoon,7,741
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS bankers reconvened here afternoon,7,742
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers central bankers of industrial nations reconvened afternoon,7,743
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers central bankers of leading industrial nations reconvened afternoon,7,744
bankers,TALKS reconvened at_time,afternoon,7,745
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers bankers of leading industrial nations reconvened afternoon,7,746
NATIONS,RECONVENE,TALKS Financial ministers bankers of industrial nations reconvened afternoon,7,747
bankers,TALKS reconvened here at_time,afternoon,7,748
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS central bankers reconvened afternoon,7,749
NATIONS,RECONVENE,TALKS Financial ministers central bankers of nations reconvened afternoon,7,750
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers of industrial nations reconvened afternoon,7,751
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers reconvened afternoon,7,752
NATIONS,RECONVENE,FOR TALKS Financial ministers of nations reconvened afternoon,7,753
NATIONS,RECONVENE,FOR TALKS Financial ministers central bankers reconvened here afternoon,7,754
NATIONS,RECONVENE,FOR TALKS Financial ministers of leading nations reconvened afternoon,7,755
central bankers,TALKS reconvened at_time,afternoon,7,756
NATIONS,RECONVENE,TALKS Financial ministers of nations reconvened afternoon,7,757
NATIONS,RECONVENE,TALKS Financial ministers of leading industrial nations reconvened here afternoon,7,758
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of leading nations reconvened afternoon,7,759
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers of nations reconvened afternoon,7,760
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of nations reconvened afternoon,7,761
INDUSTRIAL NATIONS,RECONVENE,FOR TALKS Financial ministers bankers of leading nations reconvened here afternoon,7,762
NATIONS,RECONVENE,FOR TALKS Financial ministers central bankers of industrial nations reconvened here afternoon,7,763
INDUSTRIAL NATIONS,RECONVENE,TALKS central bankers reconvened afternoon,7,764
INDUSTRIAL NATIONS,RECONVENE,TALKS Financial ministers central bankers reconvened here afternoon,7,765
